scene_index,prompt
172,"A modern minimalist bedroom featuring a sleek wardrobe against the wall and a simple nightstand next to it. A low dresser sits in the corner, complementing the clean lines and uncluttered aesthetic of the space."
173,"This coastal bedroom features a white double bed against the wall, dressed in light linens. A wooden chest of drawers stands next to the bed, while a woven ottoman sits in the center, adding texture to the airy space."
174,"A serene Japandi bedroom centers on a low platform bed, flanked by a minimalist nightstand and a sleek vanity. A woven ottoman sits at the foot, while natural light filters through the window, enhancing the calm, earthy tones."
175,"A cozy rustic farmhouse bedroom centers around a distressed wood double bed, flanked by two matching nightstands against the wall. A woven rug lies beneath, while a wooden bench sits at the foot of the bed."
176,"An eclectic bedroom features a plush double bed positioned in the center, flanked by a mismatched nightstand and a tall wardrobe against the wall, creating a cozy yet vibrant sleeping space."
177,"A serene coastal bedroom features a white double bed centered against the back wall, flanked by two light wood nightstands. A woven rug anchors the space, while a tall wardrobe stands discreetly in the corner, enhancing the airy, beach-inspired aesthetic."
178,"This rustic farmhouse bedroom features a sturdy wooden bed positioned against the far wall, flanked by two matching nightstands. A vintage armchair sits in the corner by the window, completing the cozy, country-inspired retreat."
179,"An industrial loft bedroom features a raw metal bed frame positioned against the exposed brick wall, accompanied by a vintage wooden chest of drawers in the corner. Exposed ductwork and concrete floors enhance the rugged aesthetic of this urban sanctuary."
180,"This serene Japandi bedroom centers around a low wooden double bed, accompanied by a sleek nightstand and a minimalist bench at its foot. A soft area rug anchors the space, creating a tranquil retreat with natural textures and clean lines."
181,"This cozy traditional bedroom features a plush bed against the back wall, flanked by a wooden dresser and a tall bookshelf in the corner. A soft area rug anchors the space, while a comfortable armchair sits by the window for quiet reading."
182,"Serene Japandi bedroom featuring a low wooden bed against the wall and a sleek white vanity in the corner. A woven rug anchors the space, creating a tranquil atmosphere of minimalist elegance and natural light."
183,"A serene modern bedroom features a sleek platform bed centered against the back wall, flanked by a minimalist nightstand on the right. A tall wardrobe stands quietly in the left corner, completing the clean, uncluttered aesthetic."
184,"An eclectic bedroom features a plush double bed centered against the wall, paired with a vintage nightstand. A colorful rug lies in front, while a tall bookshelf stands in the corner, adding personality to the space."
185,"This eclectic bedroom centers around a plush double bed adorned with vibrant textiles. A vintage vanity sits against the wall, while a patterned rug anchors the space next to a wooden nightstand."
186,"This rustic farmhouse bedroom features a sturdy wooden double bed positioned against the wall, accompanied by a matching nightstand. A woven rug anchors the space, while a vintage dresser stands in the corner, completing the cozy aesthetic."
187,"This industrial loft bedroom features a double bed positioned against the wall, complemented by a rustic wooden nightstand and a sleek metal desk. A large area rug anchors the space in the center, tying the raw concrete aesthetic together with warmth."
188,"A contemporary bedroom features a sleek double bed centered against the white wall, flanked by minimalist nightstands. A modern vanity sits in the corner, offering a serene and stylish retreat for rest and relaxation."
189,"This contemporary bedroom features a sleek double bed positioned against the wall, flanked by a minimalist nightstand. A tall wardrobe stands in the corner, providing ample storage while maintaining the room's clean, modern aesthetic."
190,"This mid-century modern bedroom features a double bed centered against the back wall, flanked by a sleek nightstand. A wooden dresser sits in the corner, while a plush rug anchors the space beneath the bed."
191,"This rustic farmhouse bedroom features a sturdy wooden double bed centered against the main wall, flanked by a matching nightstand and a spacious dresser. A soft, textured rug anchors the space, enhancing the warm, cozy atmosphere of the retreat."
192,"This industrial loft bedroom features a sturdy metal-frame double bed centered against the exposed brick wall, flanked by a sleek black nightstand and a minimalist wooden desk by the window, creating a functional yet raw aesthetic."
