ID,Description,ObjCount,ObjAttr,OORel,OARel,Difficulty,SceneScope
53,"A large bedroom with a California king bed, a reading table in the corner with a comfy chair, and a wall-mounted TV for entertainment.","eq,1,bed; eq,1,reading_table; eq,1,chair; eq,1,TV","eq,1,bed,california_king; eq,1,chair,comfy","eq,1,near,0,reading_table,chair; eq,1,face,0,reading_table,chair","eq,1,corner,reading_table,room; eq,1,on,TV,wall",easy,single_room
54,"A living room featuring an overstuffed sofa, a vintage wooden table, alongside a bicycle hung decoratively on the wall.","eq,1,sofa; eq,1,table; eq,1,bicycle","eq,1,sofa,overstuffed; eq,1,table,vintage; eq,1,table,wooden","eq,1,near,0,table,bicycle","eq,1,on,bicycle,wall",easy,single_room
55,"A chic living room with a bright rug, a gallery wall of family photos, and a comfortable hammock chair.","eq,1,rug; ge,2,family_photo; eq,1,hammock_chair","eq,1,rug,bright; eq,1,hammock_chair,comfortable",,"ge,2,on,family_photo,wall",easy,single_room
56,"A contemporary living room with a leather sofa, a small coffee table, and a vintage typewriter.","eq,1,sofa; eq,1,coffee_table; eq,1,typewriter","eq,1,sofa,leather; eq,1,coffee_table,small; eq,1,typewriter,vintage",,,easy,single_room
57,"A sunny dining room with a large picnic-style table, a colorful tablecloth, and a lovely herb garden next to the window.","eq,1,table; eq,1,tablecloth; eq,1,herb_garden","eq,1,table,large; eq,1,table,picnic_style; eq,1,tablecloth,colorful; eq,1,herb_garden,lovely","eq,1,on,0,table,tablecloth","eq,1,next,herb_garden,window",easy,single_room
58,"A simple dining room featuring a farmhouse table, a rustic chandelier, and a small cart placed against the wall.","eq,1,table; eq,1,chandelier; eq,1,cart","eq,1,table,farmhouse; eq,1,chandelier,rustic; eq,1,cart,small",,"eq,1,against,cart,wall",easy,single_room
59,"A minimalist dining room with a glass table and an industrial-style metal chair next to it, accented by a unique wall-mounted wine rack.","eq,1,table; eq,1,chair; eq,1,wine_rack","eq,1,table,glass; eq,1,chair,industrial-style; eq,1,chair,metal; eq,1,wine_rack,unique","eq,1,next,0,table,chair","eq,1,on,wine_rack,wall",easy,single_room
60,"In a cheerful playroom, a spacious foam play mat lies in the middle, with a small climbing structure positioned nearby for active play, and a cozy bench situated against the wall.","eq,1,play_mat; eq,1,climbing_structure; eq,1,bench","eq,1,play_mat,form; eq,1,play_mat,spacious; eq,1,climbing_structure,small; eq,1,bench,cozy","eq,1,next,0,play_mat,climbing_structure","eq,1,middle,play_mat,room; eq,1,against,bench,wall",easy,single_room
61,"This playroom features a large colorful rug at its center, with a play kitchen set against one wall and a rocking horse placed on the rug.","eq,1,rug; eq,1,play_kitchen_set; eq,1,rocking_horse","eq,1,rug,large; eq,1,rug,colorful","eq,1,on,0,rug,rocking_horse","eq,1,middle,rug,room; eq,1,against,play_kitchen_set,wall",easy,single_room
62,"A compact gaming room is designed with an adjustable computer desk and chair for PC gaming, positioned next to a large TV and a comfortable couch.","eq,1,computer_desk; eq,1,chair; eq,1,TV; eq,1,couch","eq,1,computer_desk,adjustable; eq,1,TV,large; eq,1,couch,comfortable","eq,1,next,0,TV,computer_desk; eq,1,next,0,TV,chair; eq,1,next,0,couch,computer_desk; eq,1,next,0,couch,chair",,easy,single_room
63,"A minimalist gaming room features a wall-mounted screen paired with a low-profile media console below, while a compact gaming desk with an ergonomic chair is positioned nearby.","eq,1,screen; eq,1,media_console; eq,1,gaming_desk; eq,1,chair","eq,1,screen,wall_mounted; eq,1,media_console,low_profile; eq,1,gaming_desk,compact; eq,1,chair,ergonomic","eq,1,above,0,media_console,screen; eq,1,near,0,media_console,gaming_desk; eq,1,next,0,gaming_desk,chair","eq,1,on,screen,wall",easy,single_room
64,A kitchen featuring a bistro table with two chairs in a corner and a refrigerator positioned nearby.,"eq,1,bistro_table; eq,2,chair; eq,1,refrigerator",,"eq,2,next,0,bistro_table,chair; eq,1,near,0,bistro_table,refrigerator","eq,1,corner,bistro_table,room",easy,single_room
65,"A stylish kitchen with an elegant pendant light hanging over a marble-topped kitchen counter. A single cabinet is positioned against the wall, providing ample storage space.","eq,1,pendant_light; eq,1,kitchen_counter; eq,1,cabinet","eq,1,pendant_light,elegant; eq,1,kitchen_counter,marble_topped","eq,1,above,0,kitchen_counter,pendant_light","eq,1,hang,pendant_light,ceiling; eq,1,against,cabinet,wall",easy,single_room
66,A bathroom with a freestanding bathtub positioned beside a frosted window and a double vanity located across from it.,"eq,1,bathtub; eq,1,vanity","eq,1,bathtub,freestanding; eq,1,vanity,double","eq,1,across,0,bathtub,vanity","eq,1,beside,bathtub,window",easy,single_room
67,"In a classic bathroom, a double-sink vanity is set against one wall with two round mirrors hanging above, while a toilet is positioned in the corner.","eq,1,vanity; eq,2,mirror; eq,1,toilet","eq,1,vanity,double_sink; eq,2,mirror,round","eq,2,above,0,vanity,mirror","eq,1,against,vanity,wall; eq,2,on,mirror,wall; eq,1,corner,toilet,room",easy,single_room
68,"In this basement, a pool table occupies the center of the room, with two bar stools lined up at a nearby bar table, allowing for social gatherings and entertainment.","eq,1,pool_table; eq,2,bar_stool; eq,1,bar_table",,"eq,2,next_to,0,bar_table,bar_stool","eq,1,middle,pool_table,room",easy,single_room
69,"A gym-purpose basement featuring a treadmill and an exercise bike positioned against one wall, with a tall mirror mounted on a wall directly facing the exercise bike.","eq,1,treadmill; eq,1,exercise_bike; eq,1,mirror","eq,1,mirror,tall","eq,1,face,0,exercise_bike,mirror","eq,1,against,treadmill,wall; eq,1,against,exercise_bike,wall; eq,1,on,mirror,wall",easy,single_room
70,"This is a small, plain bedroom. Upon entering through the door, a white desk with a black rolling chair in front of it is positioned against the wall to the right. A queen bed is centered against a wall, with two modern nightstands beside it, one of which holds a stylish lamp.","eq,1,desk; eq,1,rolling_chair; eq,1,bed; eq,2,nightstand; eq,1,lamp","eq,1,desk,white; eq,1,rolling_chair,black; eq,1,bed,queen; eq,2,nightstand,modern; eq,1,lamp,stylish","eq,1,front,0,desk,rolling_chair; eq,1,left,0,bed,nightstand; eq,1,right,0,bed,nightstand; eq,1,on,0,nightstand,lamp","eq,1,against,desk,wall; eq,1,against,bed,wall",medium,single_room
71,"A large bedroom with a lofted twin bed in one corner, freeing up the floor space below for a comfy armchair and a small side table. A bookcase stands against the wall next to the armchair, while a small desk, equipped with a pen and some papers along with a lamp for studying, is positioned near the window.","eq,1,bed; eq,1,armchair; eq,1,side_table; eq,1,bookcase; eq,1,desk; eq,1,pen; gt,1,paper; eq,1,lamp","eq,1,bed,lofted; eq,1,bed,twin; eq,1,armchair,comfy; eq,1,side_table,small; eq,1,desk,small","eq,1,beneath,0,bed,armchair; eq,1,beneath,0,bed,side_table; eq,1,next,0,armchair,bookcase; eq,1,on,0,desk,pen; gt,1,on,0,desk,paper; eq,1,on,0,desk,lamp","eq,1,corner,bed,room; eq,1,against,bookcase,wall; eq,1,near,desk,window",medium,single_room
72,"A bedroom with a modern queen bed against the main wall. Two bedside tables stand on either side, while a small writing desk is positioned in the corner next to the window, equipped with a cute desk lamp. A wicker basket lies at the foot of the bed.","eq,1,bed; eq,2,bedside_table; eq,1,writing_desk; eq,1,desk_lamp; eq,1,basket","eq,1,bed,modern; eq,1,bed,queen; eq,1,writing_desk,small; eq,1,desk_lamp,cute; eq,1,basket,wicker","eq,1,left,0,bed,bedside_table; eq,1,right,0,bed,bedside_table; eq,1,at_the_foot,0,bed,basket; eq,1,next,0,bed,basket","eq,1,against,bed,wall; eq,1,corner,writing_desk,room; eq,1,next,writing_desk,window",medium,single_room
73,"A bedroom featuring a queen-sized bed against one wall, with a whimsical painting hung above it. A small bedside table sits to the left of the bed, holding a cute alarm clock, while a dresser stands across from the door.","eq,1,bed; eq,1,painting; eq,1,bedside_table; eq,1,alarm_clock; eq,1,dresser","eq,1,bed,queen-sized; eq,1,painting,whimsical; eq,1,bedside_table,small; eq,1,alarm_clock,cute","eq,1,above,0,bed,painting; eq,1,left,0,bed,bedside_table; eq,1,on,0,bedside_table,alarm_clock","eq,1,against,bed,wall; eq,1,across,dresser,door",medium,single_room
74,"A living room with a sectional sofa, a wooden coffee table in the middle, and a retro record player in the corner with some records nearby.","eq,1,sofa; eq,1,coffee_table; eq,1,record_player; ge,2,record","eq,1,sofa,sectional; eq,1,coffee_table,wooden; eq,1,record_player,retro","ge,2,near,0,record_player,record","eq,1,middle,coffee_table,room; eq,1,corner,record_player,room",medium,single_room
75,"A living room with a large wall-mounted screen, several chairs arranged in front of it, and a collection of board games on a shelf in the corner.","eq,1,screen; ge,2,chair; ge,2,board_game; eq,1,shelf","eq,1,screen,wall_mounted","ge,2,front,0,screen,chair; ge,2,inside,0,shelf,board_game","eq,1,on,screen,wall; eq,1,corner,shelf,room",medium,single_room
76,"A cozy living room with an L-shaped oversized sofa against one wall, adorned with three colorful pillows. In front of the sofa, a wooden coffee table holds a small vase with fresh flowers.","eq,1,sofa; eq,3,pillow; eq,1,coffee_table; eq,1,vase; ge,2,flower","eq,1,sofa,oversized; eq,1,sofa,l_shaped; eq,3,pillow,colorful; eq,1,coffee_table,wooden; eq,1,vase,small; ge,2,flower,fresh","eq,3,on,0,sofa,pillow; eq,1,front,0,sofa,coffee_table; eq,1,on,0,coffee_table,vase; ge,2,within,0,vase,flower","eq,1,against,sofa,wall",medium,single_room
77,"A dining room featuring a simple rectangular table, a corner shelf filled with cookbooks, and a pendant light hanging from the ceiling.","eq,1,table; eq,1,shelf; ge,2,cookbook; eq,1,pendant_light","eq,1,table,rectangular","ge,2,inside,0,shelf,cookbook","eq,1,corner,shelf,room; eq,1,hang,pendant_light,ceiling",medium,single_room
78,"A simple dining room with a picnic table, illuminated by string lights overhead, and a small cooler holding utensils and napkins.","eq,1,picnic_table; ge,2,string_light; eq,1,cooler; ge,2,utensil; ge,2,napkin","eq,1,cooler,small","ge,2,above,0,picnic_table,string_light; ge,2,within,0,cooler,utensil; ge,2,within,0,cooler,napkin","ge,2,hang,string_light,ceiling",medium,single_room
79,"A dining room with a round wooden table in the middle of the room, surrounded by four wooden chairs, and a large vintage map displayed on the wall.","eq,1,table; eq,4,chair; eq,1,map","eq,1,table,round; eq,1,table,wooden; eq,4,chair,wooden; eq,1,map,large; eq,1,map,vintage","eq,1,surround,0,table,chair:0,chair:1,chair:2,chair:3","eq,1,middle,table,room; eq,1,on,map,wall",medium,single_room
80,"A bright playroom featuring a low table with board games in the center, surrounded by three small chairs for group activities, while an adjacent puppet theater is positioned against the wall.","eq,1,table; ge,2,board_game; eq,3,chair; eq,1,puppet_theater","eq,1,table,low; eq,3,chair,small","ge,2,on,0,table,board_game; eq,1,surround,0,table,chair:0,chair:1,chair:2; eq,1,adjacent,0,table,puppet_theater","eq,1,against,puppet_theater,wall",medium,single_room
81,"This engaging playroom features a small painting stand positioned next to the window, a bookshelf full of toys standing against the nearby wall, and a cozy reading chair set across from the door.","eq,1,painting_stand; eq,1,bookshelf; ge,2,toy; eq,1,reading_chair","eq,1,painting_stand,small; eq,1,reading_chair,cozy","eq,1,nearby,0,painting_stand,bookshelf; ge,2,within,0,bookshelf,toy","eq,1,next,painting_stand,window; eq,1,against,bookshelf,wall; eq,1,across,reading_chair,door",medium,single_room
82,"A tech-styled gaming room featuring a glass gaming desk with dual monitors and a powerful gaming PC, with an ergonomic chair positioned directly in front.","eq,1,gaming_desk; eq,2,monitor; eq,1,gaming_PC; eq,1,chair","eq,1,gaming_desk,glass; eq,1,gaming_PC,powerful; eq,1,chair,ergonomic","eq,2,on,0,gaming_desk,monitor; eq,1,on,0,gaming_desk,gaming_PC; eq,1,front,0,gaming_desk,chair",,medium,single_room
83,"A welcoming gaming room featuring a U-shaped sofa with a coffee table in front, facing a large TV on the wall. In the corner, there is a mini arcade machine and a PlayStation.","eq,1,sofa; eq,1,coffee_table; eq,1,TV; eq,1,arcade_machine; eq,1,PlayStation","eq,1,sofa,u_shape; eq,1,TV,large; eq,1,arcade_machine,mini","eq,1,front,0,sofa,coffee_table; eq,1,face,0,TV,sofa","eq,1,on,TV,wall; eq,1,corner,arcade_machine,room; eq,1,corner,PlayStation,room",medium,single_room
84,"In this modern kitchen, a large bar table with four high-backed stools stands in the center, facilitating social gatherings, while a stainless steel fridge is positioned against the far wall, next to a sleek pantry shelf. A small bowl of fruit sits on the table's surface.","eq,1,bar_table; eq,4,stool; eq,1,fridge; eq,1,pantry_shelf; eq,1,bowl_of_fruit","eq,1,bar_table,large; eq,4,stool,high-backed; eq,1,fridge,stainless_steel; eq,1,pantry_shelf,sleek; eq,1,bowl_of_fruit,small","eq,4,next,0,bar_table,stool; eq,1,next,0,pantry_shelf,fridge; eq,1,on,0,bar_table,bowl_of_fruit","eq,1,middle,bar_table,room; eq,1,against,fridge,wall",medium,single_room
85,"This cozy kitchen features a rustic wooden dining table positioned against the window, surrounded by four chairs. A sideboard against the wall is equipped with a coffee maker and a small herb planter.","eq,1,dining_table; eq,4,chair; eq,1,sideboard; eq,1,coffee_maker; eq,1,herb_planter","eq,1,dining_table,rustic; eq,1,dining_table,wooden; eq,1,herb_planter,small","eq,1,surround,0,dining_table,chair:0,chair:1,chair:2,chair:3; eq,1,on,0,sideboard,coffee_maker; eq,1,on,0,sideboard,herb_planter","eq,1,against,dining_table,window; eq,1,against,sideboard,wall",medium,single_room
86,"In this bathroom, a wide vanity sits against the wall, paired with a tall mirror mounted above. Nearby, a stylish laundry hamper is positioned next to the door, while a small basket containing bath essentials rests beside the tub.","eq,1,vanity; eq,1,mirror; eq,1,laundry_hamper; eq,1,basket; ge,2,bath_essential; eq,1,tub","eq,1,vanity,wide; eq,1,mirror,tall; eq,1,laundry_hamper,stylish; eq,1,basket,small","eq,1,above,0,vanity,mirror; eq,1,near,0,vanity,laundry_hamper; ge,2,within,0,basket,bath_essential; eq,1,beside,0,tub,basket","eq,1,against,vanity,wall; eq,1,next,laundry_hamper,door",medium,single_room
87,"A bright bathroom features a spacious bathtub positioned beside a large window, while a stylish shelving unit stands against the wall, displaying towels and small decorative items. The toilet is placed across from the tub, with a small basket beside it.","eq,1,bathtub; eq,1,shelving_unit; ge,2,towel; ge,2,decorative_item; eq,1,toilet; eq,1,basket","eq,1,bathtub,spacious; eq,1,shelving_unit,stylish; ge,2,decorative_item,small; eq,1,basket,small","ge,2,on,0,shelving_unit,towel; ge,2,on,0,shelving_unit,decorative_item; eq,1,across,0,bathtub,toilet; eq,1,beside,0,toilet,basket","eq,1,beside,bathtub,window; eq,1,against,shelving_unit,wall",medium,single_room
88,"This versatile basement features a large sofa and an area rug in the center, creating a cozy movie area, while a small treadmill is positioned in the corner for quick exercise sessions. A mini chalkboard hangs on the wall next to a wall clock.","eq,1,sofa; eq,1,area_rug; eq,1,treadmill; eq,1,chalkboard; eq,1,wall_clock","eq,1,sofa,large; eq,1,treadmill,small; eq,1,chalkboard,mini","eq,1,on,0,area_rug,sofa; eq,1,next,0,wall_clock,chalkboard","eq,1,middle,sofa,room; eq,1,middle,area_rug,room; eq,1,corner,treadmill,room; eq,1,on,chalkboard,wall; eq,1,on,wall_clock,wall",medium,single_room
89,"This entertaining basement layout features a large gaming setup with two monitors on a desk against one wall, while a comfy bean bag chair is positioned nearby for casual seating. Across from the gaming area, a small cabinet with a mini fridge and a popcorn machine on top completes the setup.","eq,2,monitor; eq,1,desk; eq,1,bean_bag_chair; eq,1,cabinet; eq,1,fridge; eq,1,popcorn_machine","eq,1,bean_bag_chair,comfy; eq,1,cabinet,small; eq,1,fridge,mini","eq,2,on,0,desk,monitor; eq,1,near,0,desk,bean_bag_chair; eq,1,across,0,desk,cabinet; eq,1,across,0,bean_bag_chair,cabinet; eq,1,on,0,cabinet,fridge; eq,1,on,0,cabinet,popcorn_machine","eq,1,against,desk,wall",medium,single_room
